metric,mode,method,count,mean,std,min,median,max
engine_energy_kwh,all_runs,RF,810,0.3446644370885929,0.009148474319458914,0.33194444444444443,0.3423661277206246,0.3673337965122402
engine_energy_kwh,all_runs,HCS-i,414,0.3008022164962601,0.006812674412193648,0.28055555555555556,0.30069444444444443,0.32083333333333336
engine_energy_kwh,all_runs,OEAC-i,723,0.31727997586549844,0.0028016941320747175,0.31096829005412124,0.3174855778393632,0.32333541048116776
engine_energy_kwh,all_runs,KINO,810,0.33343368868391726,0.003864011597411817,0.3211965307311325,0.3333333333333333,0.3438183451619069
engine_energy_kwh,all_runs,Full,810,0.21022117169272903,0.03263592803859176,0.15839514198781401,0.20208273880455047,0.2866615129911033
engine_energy_kwh,success_only,RF,810,0.3446644370885929,0.009148474319458914,0.33194444444444443,0.3423661277206246,0.3673337965122402
engine_energy_kwh,success_only,HCS-i,414,0.3008022164962601,0.006812674412193648,0.28055555555555556,0.30069444444444443,0.32083333333333336
engine_energy_kwh,success_only,OEAC-i,723,0.31727997586549844,0.0028016941320747175,0.31096829005412124,0.3174855778393632,0.32333541048116776
engine_energy_kwh,success_only,KINO,810,0.33343368868391726,0.003864011597411817,0.3211965307311325,0.3333333333333333,0.3438183451619069
engine_energy_kwh,success_only,Full,810,0.21022117169272903,0.03263592803859176,0.15839514198781401,0.20208273880455047,0.2866615129911033
motor_discharge_kwh,all_runs,RF,810,0.021019278620427708,0.02459632875720985,0.0,0.00974305924496774,0.07741999981269912
motor_discharge_kwh,all_runs,HCS-i,414,1.0964036118783298e-05,0.00011954258690334267,0.0,0.0,0.0014074809279249942
motor_discharge_kwh,all_runs,OEAC-i,723,0.023281652035869283,0.002961529111677818,0.017872671335314942,0.02378343524134722,0.027945257797905704
motor_discharge_kwh,all_runs,KINO,810,0.0032500568804507105,0.005006646996607963,0.0,0.0,0.0202526924516218
motor_discharge_kwh,all_runs,Full,810,0.13790285402051772,0.032979750042871736,0.056717191582805894,0.13813095896561153,0.19925703393344024
motor_discharge_kwh,success_only,RF,810,0.021019278620427708,0.02459632875720985,0.0,0.00974305924496774,0.07741999981269912
motor_discharge_kwh,success_only,HCS-i,414,1.0964036118783298e-05,0.00011954258690334267,0.0,0.0,0.0014074809279249942
motor_discharge_kwh,success_only,OEAC-i,723,0.023281652035869283,0.002961529111677818,0.017872671335314942,0.02378343524134722,0.027945257797905704
motor_discharge_kwh,success_only,KINO,810,0.0032500568804507105,0.005006646996607963,0.0,0.0,0.0202526924516218
motor_discharge_kwh,success_only,Full,810,0.13790285402051772,0.032979750042871736,0.056717191582805894,0.13813095896561153,0.19925703393344024
motor_charge_kwh,all_runs,RF,810,0.19542365937765546,0.047024299209796894,0.14303061112421836,0.17546201426031074,0.29309387485769245
motor_charge_kwh,all_runs,HCS-i,414,0.20708436723927032,0.011539968397054455,0.17369558112246525,0.21163403259567598,0.22910365684755238
motor_charge_kwh,all_runs,OEAC-i,723,0.21348004366110307,0.007509326570173649,0.19569296285572527,0.21425458508738668,0.2289573793461494
motor_charge_kwh,all_runs,KINO,810,0.14903446881046825,0.010445651918208529,0.13182330762391195,0.15069527442787883,0.16859257262546035
motor_charge_kwh,all_runs,Full,810,0.144045164333,0.04048449077704539,0.05567267424537527,0.1430437905525096,0.22115653397940496
motor_charge_kwh,success_only,RF,810,0.19542365937765546,0.047024299209796894,0.14303061112421836,0.17546201426031074,0.29309387485769245
motor_charge_kwh,success_only,HCS-i,414,0.20708436723927032,0.011539968397054455,0.17369558112246525,0.21163403259567598,0.22910365684755238
motor_charge_kwh,success_only,OEAC-i,723,0.21348004366110307,0.007509326570173649,0.19569296285572527,0.21425458508738668,0.2289573793461494
motor_charge_kwh,success_only,KINO,810,0.14903446881046825,0.010445651918208529,0.13182330762391195,0.15069527442787883,0.16859257262546035
motor_charge_kwh,success_only,Full,810,0.144045164333,0.04048449077704539,0.05567267424537527,0.1430437905525096,0.22115653397940496
battery_net_kwh,all_runs,RF,810,-0.1525265394171925,0.01765790596201636,-0.18759093875738495,-0.1486726776967547,-0.1200433268548296
battery_net_kwh,all_runs,HCS-i,414,-0.18636374825298907,0.010395776336807905,-0.20619329116279703,-0.19047062933610837,-0.15629120428494495
battery_net_kwh,all_runs,OEAC-i,723,-0.1662635370329158,0.007264849200674837,-0.1778408672437119,-0.16682158641293668,-0.14756045457090444
battery_net_kwh,all_runs,KINO,810,-0.13051984761780955,0.011985377072183463,-0.15173331536291423,-0.13123002425179148,-0.1061656195791903
battery_net_kwh,all_runs,Full,810,0.02358474545642828,0.0030073537506360667,0.00019559749582121906,0.024999999946459583,0.025000000108571865
battery_net_kwh,success_only,RF,810,-0.1525265394171925,0.01765790596201636,-0.18759093875738495,-0.1486726776967547,-0.1200433268548296
battery_net_kwh,success_only,HCS-i,414,-0.18636374825298907,0.010395776336807905,-0.20619329116279703,-0.19047062933610837,-0.15629120428494495
battery_net_kwh,success_only,OEAC-i,723,-0.1662635370329158,0.007264849200674837,-0.1778408672437119,-0.16682158641293668,-0.14756045457090444
battery_net_kwh,success_only,KINO,810,-0.13051984761780955,0.011985377072183463,-0.15173331536291423,-0.13123002425179148,-0.1061656195791903
battery_net_kwh,success_only,Full,810,0.02358474545642828,0.0030073537506360667,0.00019559749582121906,0.024999999946459583,0.025000000108571865
brake_energy_proxy_kwh,all_runs,RF,810,0.05191318158731687,0.06334702473763881,0.0,0.0184810109064986,0.19437270234069473
brake_energy_proxy_kwh,all_runs,HCS-i,414,0.0005905306937826262,0.0005010960056385003,0.00013493945520585282,0.0005517068818610277,0.005721774658603566
brake_energy_proxy_kwh,all_runs,OEAC-i,723,0.03205910083478502,0.008898906259413683,0.01184149031699113,0.03218327177366618,0.04764453158087332
brake_energy_proxy_kwh,all_runs,KINO,810,0.003946383887145984,0.010687646063442661,0.0,0.0,0.0373606072141925
brake_energy_proxy_kwh,all_runs,Full,810,0.01589547693815049,0.017373088842543603,0.0,0.0019724187116565437,0.08151945579065994
brake_energy_proxy_kwh,success_only,RF,810,0.05191318158731687,0.06334702473763881,0.0,0.0184810109064986,0.19437270234069473
brake_energy_proxy_kwh,success_only,HCS-i,414,0.0005905306937826262,0.0005010960056385003,0.00013493945520585282,0.0005517068818610277,0.005721774658603566
brake_energy_proxy_kwh,success_only,OEAC-i,723,0.03205910083478502,0.008898906259413683,0.01184149031699113,0.03218327177366618,0.04764453158087332
brake_energy_proxy_kwh,success_only,KINO,810,0.003946383887145984,0.010687646063442661,0.0,0.0,0.0373606072141925
brake_energy_proxy_kwh,success_only,Full,810,0.01589547693815049,0.017373088842543603,0.0,0.0019724187116565437,0.08151945579065994
SOC_final,all_runs,RF,810,0.6305053078834384,0.03287030928651598,0.5840086653709654,0.6297345355393509,0.677518187751477
SOC_final,all_runs,HCS-i,414,0.6372727496505979,0.03276541288155728,0.5912582408569885,0.6380941258672215,0.6812386582325604
SOC_final,all_runs,OEAC-i,723,0.6332527074065832,0.032714754556280416,0.5895120909141811,0.633364317282587,0.6755681734487435
SOC_final,all_runs,KINO,810,0.626103969523562,0.03276783693525067,0.5812331239158379,0.626246004850359,0.6703466630725837
SOC_final,all_runs,Full,810,0.5952830487628622,0.03273887640368331,0.555,0.5950000000183846,0.6399608805008362
SOC_final,success_only,RF,810,0.6305053078834384,0.03287030928651598,0.5840086653709654,0.6297345355393509,0.677518187751477
SOC_final,success_only,HCS-i,414,0.6372727496505979,0.03276541288155728,0.5912582408569885,0.6380941258672215,0.6812386582325604
SOC_final,success_only,OEAC-i,723,0.6332527074065832,0.032714754556280416,0.5895120909141811,0.633364317282587,0.6755681734487435
SOC_final,success_only,KINO,810,0.626103969523562,0.03276783693525067,0.5812331239158379,0.626246004850359,0.6703466630725837
SOC_final,success_only,Full,810,0.5952830487628622,0.03273887640368331,0.555,0.5950000000183846,0.6399608805008362
SOC_drop,all_runs,RF,810,-0.030505307883438432,0.0035315811924033543,-0.03751818775147697,-0.029734535539350904,-0.024008665370965354
SOC_drop,all_runs,HCS-i,414,-0.03727274965059778,0.002079155267361539,-0.04123865823256034,-0.038094125867221496,-0.03125824085698847
SOC_drop,all_runs,OEAC-i,723,-0.03325270740658313,0.0014529698401349695,-0.03556817344874352,-0.03336431728258704,-0.029512090914181055
SOC_drop,all_runs,KINO,810,-0.026103969523562004,0.002397075414436675,-0.030346663072583713,-0.026246004850358995,-0.02123312391583787
SOC_drop,all_runs,Full,810,0.004716951237137702,0.0006014693517505088,3.9119499163797755e-05,0.004999999982028491,0.0050000000000000044
SOC_drop,success_only,RF,810,-0.030505307883438432,0.0035315811924033543,-0.03751818775147697,-0.029734535539350904,-0.024008665370965354
SOC_drop,success_only,HCS-i,414,-0.03727274965059778,0.002079155267361539,-0.04123865823256034,-0.038094125867221496,-0.03125824085698847
SOC_drop,success_only,OEAC-i,723,-0.03325270740658313,0.0014529698401349695,-0.03556817344874352,-0.03336431728258704,-0.029512090914181055
SOC_drop,success_only,KINO,810,-0.026103969523562004,0.002397075414436675,-0.030346663072583713,-0.026246004850358995,-0.02123312391583787
SOC_drop,success_only,Full,810,0.004716951237137702,0.0006014693517505088,3.9119499163797755e-05,0.004999999982028491,0.0050000000000000044
s_final_m,all_runs,RF,810,2789.2091602341698,144.3478061963193,2541.8936636681065,2833.5245080484906,2985.90365192961
s_final_m,all_runs,HCS-i,810,1085.8734515234469,1062.81914595242,0.0,2078.33012079958,2169.5773718134074
s_final_m,all_runs,OEAC-i,810,1945.0452173799208,675.4117371440536,0.0,2176.8745271452667,2215.4758728661313
s_final_m,all_runs,KINO,810,2963.074694128218,50.04496930750127,2895.245715914094,2952.928657875639,3048.0
s_final_m,all_runs,Full,810,2963.0448984432564,50.07328999172435,2895.2400330765536,2952.9235563515685,3048.0
s_final_m,success_only,RF,810,2789.2091602341698,144.3478061963193,2541.8936636681065,2833.5245080484906,2985.90365192961
s_final_m,success_only,HCS-i,414,2124.535013850222,25.631385882796977,2076.871188810542,2128.842590947458,2169.5773718134074
s_final_m,success_only,OEAC-i,723,2179.096301628957,20.58990878671447,2139.2570510929263,2178.2307700465876,2215.4758728661313
s_final_m,success_only,KINO,810,2963.074694128218,50.04496930750127,2895.245715914094,2952.928657875639,3048.0
s_final_m,success_only,Full,810,2963.0448984432564,50.07328999172435,2895.2400330765536,2952.9235563515685,3048.0
v_final_mps,all_runs,RF,810,11.153081526375612,1.4406902258711478,9.100000000000001,11.3,12.76684221685618
v_final_mps,all_runs,HCS-i,414,5.131327811090399,0.44983189907561,4.266427560704641,5.32396643327706,5.828181357275258
v_final_mps,all_runs,OEAC-i,723,13.088144328679322,0.2796768910127536,12.571319385639836,13.278589875876182,13.357538417905879
v_final_mps,all_runs,KINO,810,11.44784877347604,1.134771703468487,10.498446365636761,10.799608265857662,13.353082607960562
v_final_mps,all_runs,Full,810,11.423753785521614,1.128336529776532,10.37531915801583,10.780289184498258,13.358807341450238
v_final_mps,success_only,RF,810,11.153081526375612,1.4406902258711478,9.100000000000001,11.3,12.76684221685618
v_final_mps,success_only,HCS-i,414,5.131327811090399,0.44983189907561,4.266427560704641,5.32396643327706,5.828181357275258
v_final_mps,success_only,OEAC-i,723,13.088144328679322,0.2796768910127536,12.571319385639836,13.278589875876182,13.357538417905879
v_final_mps,success_only,KINO,810,11.44784877347604,1.134771703468487,10.498446365636761,10.799608265857662,13.353082607960562
v_final_mps,success_only,Full,810,11.423753785521614,1.128336529776532,10.37531915801583,10.780289184498258,13.358807341450238
distance_m,all_runs,RF,810,2789.2091602341698,144.3478061963193,2541.8936636681065,2833.5245080484906,2985.90365192961
distance_m,all_runs,HCS-i,810,1085.8734515234469,1062.81914595242,0.0,2078.33012079958,2169.5773718134074
distance_m,all_runs,OEAC-i,810,1945.0452173799208,675.4117371440536,0.0,2176.8745271452667,2215.4758728661313
distance_m,all_runs,KINO,810,2963.074694128218,50.04496930750127,2895.245715914094,2952.928657875639,3048.0
distance_m,all_runs,Full,810,2963.0448984432564,50.07328999172435,2895.2400330765536,2952.9235563515685,3048.0
distance_m,success_only,RF,810,2789.2091602341698,144.3478061963193,2541.8936636681065,2833.5245080484906,2985.90365192961
distance_m,success_only,HCS-i,414,2124.535013850222,25.631385882796977,2076.871188810542,2128.842590947458,2169.5773718134074
distance_m,success_only,OEAC-i,723,2179.096301628957,20.58990878671447,2139.2570510929263,2178.2307700465876,2215.4758728661313
distance_m,success_only,KINO,810,2963.074694128218,50.04496930750127,2895.245715914094,2952.928657875639,3048.0
distance_m,success_only,Full,810,2963.0448984432564,50.07328999172435,2895.2400330765536,2952.9235563515685,3048.0
distance_progress_m,all_runs,RF,810,2789.2091602341698,144.3478061963193,2541.8936636681065,2833.5245080484906,2985.90365192961
distance_progress_m,all_runs,HCS-i,810,1085.8734515234469,1062.81914595242,0.0,2078.33012079958,2169.5773718134074
distance_progress_m,all_runs,OEAC-i,810,1945.0452173799208,675.4117371440536,0.0,2176.8745271452667,2215.4758728661313
distance_progress_m,all_runs,KINO,810,2963.074694128218,50.04496930750127,2895.245715914094,2952.928657875639,3048.0
distance_progress_m,all_runs,Full,810,2963.0448984432564,50.07328999172435,2895.2400330765536,2952.9235563515685,3048.0
distance_progress_m,success_only,RF,810,2789.2091602341698,144.3478061963193,2541.8936636681065,2833.5245080484906,2985.90365192961
distance_progress_m,success_only,HCS-i,414,2124.535013850222,25.631385882796977,2076.871188810542,2128.842590947458,2169.5773718134074
distance_progress_m,success_only,OEAC-i,723,2179.096301628957,20.58990878671447,2139.2570510929263,2178.2307700465876,2215.4758728661313
distance_progress_m,success_only,KINO,810,2963.074694128218,50.04496930750127,2895.245715914094,2952.928657875639,3048.0
distance_progress_m,success_only,Full,810,2963.0448984432564,50.07328999172435,2895.2400330765536,2952.9235563515685,3048.0
avg_speed_mps,all_runs,RF,810,11.621704834309043,0.6014491924846639,10.59122359861711,11.80635211686871,12.441265216373376
avg_speed_mps,all_runs,HCS-i,810,4.524472714681029,4.428413108135084,0.0,8.659708836664919,9.039905715889198
avg_speed_mps,all_runs,OEAC-i,810,8.104355072416336,2.814215571433557,0.0,9.070310529771945,9.231149470275547
avg_speed_mps,all_runs,KINO,810,12.346144558867579,0.20852070544792198,12.063523816308726,12.303869407815164,12.7
avg_speed_mps,all_runs,Full,810,12.346020410180236,0.2086387082988514,12.063500137818973,12.30384815146487,12.7
avg_speed_mps,success_only,RF,810,11.621704834309043,0.6014491924846639,10.59122359861711,11.80635211686871,12.441265216373376
avg_speed_mps,success_only,HCS-i,414,8.852229224375927,0.1067974411783208,8.653629953377258,8.870177462281076,9.039905715889198
avg_speed_mps,success_only,OEAC-i,723,9.079567923453986,0.08579128661131022,8.913571046220527,9.075961541860782,9.231149470275547
avg_speed_mps,success_only,KINO,810,12.346144558867579,0.20852070544792198,12.063523816308726,12.303869407815164,12.7
avg_speed_mps,success_only,Full,810,12.346020410180236,0.2086387082988514,12.063500137818973,12.30384815146487,12.7
travel_time_s,all_runs,RF,810,240.0,0.0,240.0,240.0,240.0
travel_time_s,all_runs,HCS-i,810,240.0,0.0,240.0,240.0,240.0
travel_time_s,all_runs,OEAC-i,810,240.0,0.0,240.0,240.0,240.0
travel_time_s,all_runs,KINO,810,240.0,0.0,240.0,240.0,240.0
travel_time_s,all_runs,Full,810,240.0,0.0,240.0,240.0,240.0
travel_time_s,success_only,RF,810,240.0,0.0,240.0,240.0,240.0
travel_time_s,success_only,HCS-i,414,240.0,0.0,240.0,240.0,240.0
travel_time_s,success_only,OEAC-i,723,240.0,0.0,240.0,240.0,240.0
travel_time_s,success_only,KINO,810,240.0,0.0,240.0,240.0,240.0
travel_time_s,success_only,Full,810,240.0,0.0,240.0,240.0,240.0
travel_time_to_target_s,all_runs,RF,810,189.9760772715416,9.527934703578186,174.69092517430857,188.69009055966228,206.6253063707769
travel_time_to_target_s,all_runs,HCS-i,0,,0.0,,,
travel_time_to_target_s,all_runs,OEAC-i,0,,0.0,,,
travel_time_to_target_s,all_runs,KINO,810,177.46191634033738,3.5888917892026124,170.7770553379526,177.6207042836854,184.47870767829139
travel_time_to_target_s,all_runs,Full,810,178.38895290810646,3.462862718858863,170.77705533813526,179.01593538365697,184.48469981753578
travel_time_to_target_s,success_only,RF,810,189.9760772715416,9.527934703578186,174.69092517430857,188.69009055966228,206.6253063707769
travel_time_to_target_s,success_only,HCS-i,0,,0.0,,,
travel_time_to_target_s,success_only,OEAC-i,0,,0.0,,,
travel_time_to_target_s,success_only,KINO,810,177.46191634033738,3.5888917892026124,170.7770553379526,177.6207042836854,184.47870767829139
travel_time_to_target_s,success_only,Full,810,178.38895290810646,3.462862718858863,170.77705533813526,179.01593538365697,184.48469981753578
reached_target,all_runs,RF,810,1.0,0.0,1.0,1.0,1.0
reached_target,all_runs,HCS-i,810,0.0,0.0,0.0,0.0,0.0
reached_target,all_runs,OEAC-i,810,0.0,0.0,0.0,0.0,0.0
reached_target,all_runs,KINO,810,1.0,0.0,1.0,1.0,1.0
reached_target,all_runs,Full,810,1.0,0.0,1.0,1.0,1.0
reached_target,success_only,RF,810,1.0,0.0,1.0,1.0,1.0
reached_target,success_only,HCS-i,414,0.0,0.0,0.0,0.0,0.0
reached_target,success_only,OEAC-i,723,0.0,0.0,0.0,0.0,0.0
reached_target,success_only,KINO,810,1.0,0.0,1.0,1.0,1.0
reached_target,success_only,Full,810,1.0,0.0,1.0,1.0,1.0
lane_changes,all_runs,RF,810,0.13333333333333333,0.3401446649263721,0.0,0.0,1.0
lane_changes,all_runs,HCS-i,414,0.0,0.0,0.0,0.0,0.0
lane_changes,all_runs,OEAC-i,723,4.170124481327801,1.786403980391568,0.0,5.0,7.0
lane_changes,all_runs,KINO,810,1.451851851851852,1.225311051158744,0.0,1.0,6.0
lane_changes,all_runs,Full,810,1.4024691358024692,1.142933932886058,0.0,1.0,4.0
lane_changes,success_only,RF,810,0.13333333333333333,0.3401446649263721,0.0,0.0,1.0
lane_changes,success_only,HCS-i,414,0.0,0.0,0.0,0.0,0.0
lane_changes,success_only,OEAC-i,723,4.170124481327801,1.786403980391568,0.0,5.0,7.0
lane_changes,success_only,KINO,810,1.451851851851852,1.225311051158744,0.0,1.0,6.0
lane_changes,success_only,Full,810,1.4024691358024692,1.142933932886058,0.0,1.0,4.0
num_lane_changes,all_runs,RF,810,0.13333333333333333,0.3401446649263721,0.0,0.0,1.0
num_lane_changes,all_runs,HCS-i,414,0.0,0.0,0.0,0.0,0.0
num_lane_changes,all_runs,OEAC-i,723,4.170124481327801,1.786403980391568,0.0,5.0,7.0
num_lane_changes,all_runs,KINO,810,1.451851851851852,1.225311051158744,0.0,1.0,6.0
num_lane_changes,all_runs,Full,810,1.4024691358024692,1.142933932886058,0.0,1.0,4.0
num_lane_changes,success_only,RF,810,0.13333333333333333,0.3401446649263721,0.0,0.0,1.0
num_lane_changes,success_only,HCS-i,414,0.0,0.0,0.0,0.0,0.0
num_lane_changes,success_only,OEAC-i,723,4.170124481327801,1.786403980391568,0.0,5.0,7.0
num_lane_changes,success_only,KINO,810,1.451851851851852,1.225311051158744,0.0,1.0,6.0
num_lane_changes,success_only,Full,810,1.4024691358024692,1.142933932886058,0.0,1.0,4.0
stops,all_runs,RF,810,0.0,0.0,0.0,0.0,0.0
stops,all_runs,HCS-i,414,0.0,0.0,0.0,0.0,0.0
stops,all_runs,OEAC-i,723,0.0,0.0,0.0,0.0,0.0
stops,all_runs,KINO,810,0.1,0.3001853568295472,0.0,0.0,1.0
stops,all_runs,Full,810,0.1,0.3001853568295472,0.0,0.0,1.0
stops,success_only,RF,810,0.0,0.0,0.0,0.0,0.0
stops,success_only,HCS-i,414,0.0,0.0,0.0,0.0,0.0
stops,success_only,OEAC-i,723,0.0,0.0,0.0,0.0,0.0
stops,success_only,KINO,810,0.1,0.3001853568295472,0.0,0.0,1.0
stops,success_only,Full,810,0.1,0.3001853568295472,0.0,0.0,1.0
comfort_sum_a2,all_runs,RF,810,40.35979140150758,46.03606048631204,0.05493472892350224,16.79590394309502,144.8901388833429
comfort_sum_a2,all_runs,HCS-i,414,0.8392737257760133,0.701564968153983,0.5096054135943943,0.7903354666628393,8.910561478511779
comfort_sum_a2,all_runs,OEAC-i,723,49.36599443023805,7.631070450696909,33.0410153154003,49.32142165716642,63.79445030375387
comfort_sum_a2,all_runs,KINO,810,6.075342624349538,15.252887950801936,0.028162007821444082,0.4587988938033085,56.462370200830286
comfort_sum_a2,all_runs,Full,810,6.134061334054711,15.11168934948393,0.08001657377922973,0.5775455463515373,56.46433088794183
comfort_sum_a2,success_only,RF,810,40.35979140150758,46.03606048631204,0.05493472892350224,16.79590394309502,144.8901388833429
comfort_sum_a2,success_only,HCS-i,414,0.8392737257760133,0.701564968153983,0.5096054135943943,0.7903354666628393,8.910561478511779
comfort_sum_a2,success_only,OEAC-i,723,49.36599443023805,7.631070450696909,33.0410153154003,49.32142165716642,63.79445030375387
comfort_sum_a2,success_only,KINO,810,6.075342624349538,15.252887950801936,0.028162007821444082,0.4587988938033085,56.462370200830286
comfort_sum_a2,success_only,Full,810,6.134061334054711,15.11168934948393,0.08001657377922973,0.5775455463515373,56.46433088794183
comfort_sum_jerk2,all_runs,RF,810,81.86396611655692,104.78009180109687,0.00011680848869507641,22.473681206948,310.155811191645
comfort_sum_jerk2,all_runs,HCS-i,414,0.16149974925533023,1.341605076102561,0.00788510230288303,0.04464318664933805,15.84319744640938
comfort_sum_jerk2,all_runs,OEAC-i,723,40.665191230224664,7.758994446922298,28.630818145440955,44.48101298727025,53.41883991626491
comfort_sum_jerk2,all_runs,KINO,810,1.3625249304746485,3.5123416684216755,6.0584902809598586e-05,0.0035620611731191827,13.805578445850028
comfort_sum_jerk2,all_runs,Full,810,1.4028334317134652,3.470232388303823,0.00010189268519666833,0.008867452463248958,13.806817661062304
comfort_sum_jerk2,success_only,RF,810,81.86396611655692,104.78009180109687,0.00011680848869507641,22.473681206948,310.155811191645
comfort_sum_jerk2,success_only,HCS-i,414,0.16149974925533023,1.341605076102561,0.00788510230288303,0.04464318664933805,15.84319744640938
comfort_sum_jerk2,success_only,OEAC-i,723,40.665191230224664,7.758994446922298,28.630818145440955,44.48101298727025,53.41883991626491
comfort_sum_jerk2,success_only,KINO,810,1.3625249304746485,3.5123416684216755,6.0584902809598586e-05,0.0035620611731191827,13.805578445850028
comfort_sum_jerk2,success_only,Full,810,1.4028334317134652,3.470232388303823,0.00010189268519666833,0.008867452463248958,13.806817661062304
max_abs_a,all_runs,RF,810,1.8175010894198431,0.5090697503273498,0.03463639591103984,2.0,2.024551242014063
max_abs_a,all_runs,HCS-i,414,0.16869138360361388,0.1680941497818318,0.12135189229412902,0.1521279678404337,2.1219877444478152
max_abs_a,all_runs,OEAC-i,723,2.1586201205303808,0.04767377872221618,1.9738209134615392,2.1712500000000015,2.1712500000000023
max_abs_a,all_runs,KINO,810,0.5776929194384411,0.8706310089406768,0.016014540740350733,0.13901333674457186,3.0
max_abs_a,all_runs,Full,810,0.6283303972583918,0.8395175104840167,0.03656847808255126,0.19523837131581057,3.0
max_abs_a,success_only,RF,810,1.8175010894198431,0.5090697503273498,0.03463639591103984,2.0,2.024551242014063
max_abs_a,success_only,HCS-i,414,0.16869138360361388,0.1680941497818318,0.12135189229412902,0.1521279678404337,2.1219877444478152
max_abs_a,success_only,OEAC-i,723,2.1586201205303808,0.04767377872221618,1.9738209134615392,2.1712500000000015,2.1712500000000023
max_abs_a,success_only,KINO,810,0.5776929194384411,0.8706310089406768,0.016014540740350733,0.13901333674457186,3.0
max_abs_a,success_only,Full,810,0.6283303972583918,0.8395175104840167,0.03656847808255126,0.19523837131581057,3.0
max_abs_jerk,all_runs,RF,810,1.7765279311380102,0.517777762888262,0.005362222429010188,2.0,2.0
max_abs_jerk,all_runs,HCS-i,414,0.15888514003295368,0.16056917972678503,0.0492326550409814,0.15211585217430734,2.0
max_abs_jerk,all_runs,OEAC-i,723,4.055011300199013,0.2054742252805742,3.501204334874638,4.1450709134615416,4.1450709134615416
max_abs_jerk,all_runs,KINO,810,0.35051398217231283,0.6079770343109767,0.005522805754974769,0.03589843860761782,2.0
max_abs_jerk,all_runs,Full,810,0.3902931010135729,0.6030354364023236,0.001186334126844546,0.0718990878739163,2.0002000000000084
max_abs_jerk,success_only,RF,810,1.7765279311380102,0.517777762888262,0.005362222429010188,2.0,2.0
max_abs_jerk,success_only,HCS-i,414,0.15888514003295368,0.16056917972678503,0.0492326550409814,0.15211585217430734,2.0
max_abs_jerk,success_only,OEAC-i,723,4.055011300199013,0.2054742252805742,3.501204334874638,4.1450709134615416,4.1450709134615416
max_abs_jerk,success_only,KINO,810,0.35051398217231283,0.6079770343109767,0.005522805754974769,0.03589843860761782,2.0
max_abs_jerk,success_only,Full,810,0.3902931010135729,0.6030354364023236,0.001186334126844546,0.0718990878739163,2.0002000000000084
fuel_g_raw,all_runs,RF,810,110.50424282309804,1.588749667927757,108.14749999999961,110.47300377940522,116.5410906388854
fuel_g_raw,all_runs,HCS-i,414,98.00087084063308,2.2193628614372845,91.4049999999998,97.96624999999972,104.52749999999965
fuel_g_raw,all_runs,OEAC-i,723,101.54250952221734,0.9450244338465499,99.31482487085741,101.67425845517626,103.47393834402615
fuel_g_raw,all_runs,KINO,810,108.45380476361971,1.162343281512289,104.62036580255906,108.5999999999996,111.32773531625223
fuel_g_raw,all_runs,Full,810,61.41289576040791,10.763150127262861,47.093519399655726,59.666980060612744,88.08377230154511
fuel_g_raw,success_only,RF,810,110.50424282309804,1.588749667927757,108.14749999999961,110.47300377940522,116.5410906388854
fuel_g_raw,success_only,HCS-i,414,98.00087084063308,2.2193628614372845,91.4049999999998,97.96624999999972,104.52749999999965
fuel_g_raw,success_only,OEAC-i,723,101.54250952221734,0.9450244338465499,99.31482487085741,101.67425845517626,103.47393834402615
fuel_g_raw,success_only,KINO,810,108.45380476361971,1.162343281512289,104.62036580255906,108.5999999999996,111.32773531625223
fuel_g_raw,success_only,Full,810,61.41289576040791,10.763150127262861,47.093519399655726,59.666980060612744,88.08377230154511
equivalent_energy_kwh_raw,all_runs,RF,810,1.3432665432985906,0.037714689873999604,1.2917618055555509,1.3330553914946548,1.4351899143864224
equivalent_energy_kwh_raw,all_runs,HCS-i,414,1.1705781395254715,0.026512346062990407,1.091816536026954,1.1701524305555524,1.2485229166666625
equivalent_energy_kwh_raw,all_runs,OEAC-i,723,1.238737365999673,0.01052259322536536,1.2151892859561095,1.239672117934459,1.262155313826418
equivalent_energy_kwh_raw,all_runs,KINO,810,1.2990316200992917,0.014030315357190811,1.2586374813638612,1.297166666666662,1.3393448702679618
equivalent_energy_kwh_raw,all_runs,Full,810,0.8623964797890117,0.11822793997992466,0.6832364483833391,0.842836223031839,1.133898719270471
equivalent_energy_kwh_raw,success_only,RF,810,1.3432665432985906,0.037714689873999604,1.2917618055555509,1.3330553914946548,1.4351899143864224
equivalent_energy_kwh_raw,success_only,HCS-i,414,1.1705781395254715,0.026512346062990407,1.091816536026954,1.1701524305555524,1.2485229166666625
equivalent_energy_kwh_raw,success_only,OEAC-i,723,1.238737365999673,0.01052259322536536,1.2151892859561095,1.239672117934459,1.262155313826418
equivalent_energy_kwh_raw,success_only,KINO,810,1.2990316200992917,0.014030315357190811,1.2586374813638612,1.297166666666662,1.3393448702679618
equivalent_energy_kwh_raw,success_only,Full,810,0.8623964797890117,0.11822793997992466,0.6832364483833391,0.842836223031839,1.133898719270471
equivalent_energy_kwh_per_km_raw,all_runs,RF,810,0.48341970123922134,0.03683239146467718,0.43262005614975646,0.47106283004952126,0.5636252765122367
equivalent_energy_kwh_per_km_raw,all_runs,HCS-i,414,0.5510707928773295,0.014522918358154507,0.5091127495845502,0.5489809267726025,0.5890819650186198
