

===== RUN WITH C:\Users\mhasa42\AppData\Local\anaconda3\envs\raiselab\python.exe =====
Realistic SUMO replay step 203/240: k=203   t=203.0s   ego lane=3   v=12.9 m/s   next event: none
Realistic SUMO replay step 204/240: k=204   t=204.0s   ego lane=3   v=13.0 m/s   next event: none
Realistic SUMO replay step 205/240: k=205   t=205.0s   ego lane=3   v=13.0 m/s   next event: none
Realistic SUMO replay step 206/240: k=206   t=206.0s   ego lane=3   v=13.0 m/s   next event: none
Realistic SUMO replay step 207/240: k=207   t=207.0s   ego lane=3   v=13.0 m/s   next event: none
Realistic SUMO replay step 208/240: k=208   t=208.0s   ego lane=3   v=13.0 m/s   next event: none
Realistic SUMO replay step 209/240: k=209   t=209.0s   ego lane=3   v=13.0 m/s   next event: none
Realistic SUMO replay step 210/240: k=210   t=210.0s   ego lane=3   v=13.1 m/s   next event: none
Realistic SUMO replay step 211/240: k=211   t=211.0s   ego lane=3   v=13.1 m/s   next event: none
Realistic SUMO replay step 212/240: k=212   t=212.0s   ego lane=3   v=13.1 m/s   next event: none
Realistic SUMO replay step 213/240: k=213   t=213.0s   ego lane=3   v=13.1 m/s   next event: none
Realistic SUMO replay step 214/240: k=214   t=214.0s   ego lane=3   v=13.1 m/s   next event: none
Realistic SUMO replay step 215/240: k=215   t=215.0s   ego lane=3   v=13.1 m/s   next event: none
Realistic SUMO replay step 216/240: k=216   t=216.0s   ego lane=3   v=13.1 m/s   next event: none
Realistic SUMO replay step 217/240: k=217   t=217.0s   ego lane=3   v=13.1 m/s   next event: none
Realistic SUMO replay step 218/240: k=218   t=218.0s   ego lane=3   v=13.1 m/s   next event: none
Realistic SUMO replay step 219/240: k=219   t=219.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 220/240: k=220   t=220.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 221/240: k=221   t=221.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 222/240: k=222   t=222.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 223/240: k=223   t=223.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 224/240: k=224   t=224.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 225/240: k=225   t=225.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 226/240: k=226   t=226.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 227/240: k=227   t=227.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 228/240: k=228   t=228.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 229/240: k=229   t=229.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 230/240: k=230   t=230.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 231/240: k=231   t=231.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 232/240: k=232   t=232.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 233/240: k=233   t=233.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 234/240: k=234   t=234.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 235/240: k=235   t=235.0s   ego lane=3   v=13.2 m/s   next event: none
Realistic SUMO replay step 236/240: k=236   t=236.0s   ego lane=3   v=13.3 m/s   next event: none
Realistic SUMO replay step 237/240: k=237   t=237.0s   ego lane=3   v=13.3 m/s   next event: none
Realistic SUMO replay step 238/240: k=238   t=238.0s   ego lane=3   v=13.3 m/s   next event: none
Realistic SUMO replay step 239/240: k=239   t=239.0s   ego lane=3   v=13.3 m/s   next event: none
Realistic SUMO replay step 240/240: k=240   t=240.0s   ego lane=3   v=13.2 m/s   next event: none
================================================================================
Raw frames saved in:
C:\Users\mhasa42\Desktop\test\paper_standard_runs\S014\04_sumo\video_frames_raw
================================================================================
================================================================================
Final processed frames saved in:
C:\Users\mhasa42\Desktop\test\paper_standard_runs\S014\04_sumo\video_frames
================================================================================
================================================================================
Video created successfully:
C:\Users\mhasa42\Desktop\test\paper_standard_runs\S014\04_sumo\S014_sumo_video.mp4
================================================================================
